Type,Name,Category,Company,Food and beverage category,Product line/Brand,Ethnicity,Age
Ent,O'brien Conan,TV personality,Milk PEP,Dairy,Milk ,WME,53
Ent,Olsen Ashley,Actress,Milk PEP,Dairy,Milk ,WFE,29
Ent,Olsen Mary Kate,Actress,Milk PEP,Dairy,Milk ,WFE,29
Ent,Panettiere Hayden,Actress,Milk PEP,Dairy,Milk ,WFE,26
Ent,Patton Paula ,Actress,PepsiCo,LCB,Pepsi Next,MFE,40
Ent,Payne Liam James One Direction,Musician,Mondelez,Sweet,Nabisco,WME,22
Ent,Payne Liam James One Direction,Musician,PepsiCo,SSB,Pepsi,WME,22
Ent,Perlman Rhea,Actress,Milk PEP,Dairy,Milk ,WFE,67
Ent,Perry Katy,Musician,Popchips Inc.,Salty,Popchips,WFE,30
Ent,Perry Katy,Musician,PepsiCo,SSB,Pepsi,WFE,30
Ent,Philipps Elizabeth Jean Busy Philipps ,Actress,Bacardi Limited,Alcohol,Bacardi,WFE,36
Ent,Phillips Peter Pete Rock,Musician,TCCC,SSB,Sprite,BME,45
Ent,Pierce David Hyde,Actor ,Milk PEP,Dairy ,Milk ,WME,56
Ent,Pitt Brad ,Actor ,Chateau Miraval,Alcohol,Miraval Rose,BME,52
Ent,Pontius Chris ,Actor,PHA,Fruit and Vegetables,FNV,WME,41
Ent,Preston Kelly,Actress,Milk PEP,Dairy,Milk ,WFE,52
Ent,Prince Freddie Jr.,Actor,Milk PEP,Dairy,Milk ,WME,39
Ent,Ramirez Sara,Actress,Milk PEP,Dairy,Milk ,LFE,40
Ent,Ratliff Ellington R5,Musician,PHA,Fruit and Vegetables ,FNV,WME,22
Ent,Raymond Usher,Musician,Milk PEP,Dairy,Milk ,BME,36
Ent,Raymond Usher,Musician,General Mills Inc.,Cereal,Honey Nut Cheerios,BME,36
Ent,Raymond Usher,Musician,Mars Inc.,Candy,Twix,BME,36
Ent,Richardson Kevin,Musician,Milk PEP,Dairy,Milk,WME,44
Ent,Rimes LeeAnn,Musician,Milk PEP,Dairy,Milk ,WFE,33
Ent,Ripoll Shakira Isabel Mebarak,Musician,PepsiCo,SSB,Pepsi,LFE,38
Ent,Ripoll Shakira Isabel Mebarak,Musician,The Dannon Company,Dairy,Activia Yogurt,LFE,38
Ent,Ritter Tyson,Musician,Milk PEP,Dairy ,Milk,WME,31
Ent,Robison Emily,Musician,Milk PEP,Dairy,Milk,WFE,43
Ent,Rodrigues Harry Bauer Baauer,Musician,A&W Restaurants,QSR,A&W Restaurants,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,Nestle,Meals,Hot Pockets,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,Red Bull GmbH,SSB,Red Bull,WME,27
Ent,Rodrigues Harry Bauer Baauer,Musician,PepsiCo,SSB,Pepsi,WME,27
Ent,Romano Ray,Actor ,Milk PEP,Dairy,Milk ,WME,57
Ent,Romijn Rebecca,Model,Milk PEP,Dairy,Milk ,WFE,42
Ent,Ross Marion,Actress,Milk PEP,Dairy,Milk ,WFE,86
Ent,Rossellini Isabella,Actress,Milk PEP,Dairy,Milk ,WFE,63
Ent,Rowland Kelly,Musician,McDonald's Corporation,QSR,McDonald's,BFE,34
Ent,Rublin Dave American Authors,Musician,Unilever,SSB,Lipton Iced Tea,WFE,29
Ent,Rucker Darius,Musician,Restaurant Brands International Inc.,QSR,Burger King,BME,49
Ent,Sabara Daryl,Actor,Milk PEP,Dairy,Milk ,WME,23
Ent,Sanchez Matt American Authors,Musician,Unilever,SSB,Lipton Iced Tea,WME,30
Ent,Saralegui Cristina ,TV personality,Nestle,Water,Nestle Pure Life,WFE,68
Ent,Saralegui Cristina ,TV personality,PHA,Water,Drink UP Campaign,WFE,68
Ent,Scott Hillary Lady Antebellum,Musician,Unilever,SSB,Lipton Iced Tea,WFE,30
Ent,Seacrest Ryan,TV Personality,TCCC,SSB,Coca-Cola,WME,40
Ent,Sereba Nico Nico & Vinz,Musician,Nestle,SSB,Nestea,BFE,24
Ent,Shaffer Paul,Musician,Milk PEP,Dairy,Milk ,WME,65
Ent,Shelley James Adam American Authors,Musician,Unilever,SSB,Lipton Iced Tea,WME,33
Ent,Shelton Blake ,Musician,PepsiCo,SSB,Pepsi,WME,39
Ent,Shelton Blake ,Musician,Yum! Brands,QSR,Pizza Hut,WME,39
Ent,Shields Brooke,Actress,Milk PEP,Dairy,Milk ,WFE,50
Ent,Simmons Gene,Musician,Milk PEP,Dairy,Milk,WME,66
Ent,Simmons Gene,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,WME,66
Ent,Simpson Ashlee,Actress/Musician,The Hershey Company,Candy,Reese's,WFE,30
Ent,Smith Shaffer Chimere Ne Yo ,Musician,PepsiCo,SSB,Pepsi,BME,35
Ent,Smits Jimmy,Actor,Milk PEP,Dairy,Milk ,WME,60
Ent,Sparks Jordin,Actress/Musician,PHA,Fruit and Vegetables,FNV,BFE,25
Ent,Sparks Jordin,Actress/Musician,Milk PEP,Dairy,Milk ,BFE,25
Ent,Spears Britney,Musician,Milk PEP,Dairy,Milk ,WFE,33
Ent,Spears Britney,Musician,PepsiCo,SSB,Pepsi,WFE,33
Ent,Spears Britney,Musician,McDonald's Corporation,QSR,McDonald's,WFE,33
Ent,Sprouse Cole,Actor,Milk PEP,Dairy,Milk ,WME,23
Ent,Sprouse Cole,Actor,The Dannon Company,Dairy ,Danimals ,WME,23
Ent,Sprouse Dylan,Actor,Milk PEP,Dairy,Milk ,WME,23
Ent,Sprouse Dylan,Actor,The Dannon Company,Dairy,Danimals ,WME,23
Ent,Stanley Paul,Musician,Milk PEP,Dairy,Milk ,WME,63
Ent,Stefani Gwen,Musician,PepsiCo,SSB,Pepsi,WFE,40
Ent,Stewart Martha,TV personality,Milk PEP,Dairy,Milk ,WFE,74
Ent,Stringfield Sherry,Actress,Milk PEP,Dairy,Milk,WFE,48
Ent,Styles Harry Edward One Dierction,Musician,Mondelez,Sweet,Nabisco,WME,22
Ent,Styles Harry Edward One Dierction,Musician,PepsiCo,SSB,Pepsi,WME,22
Ent,Sullivan Erik Per,Actor,Milk PEP,Dairy,Milk ,WME,24
Ent,Swaray Estelle Fanta ,Musician,PHA,Fruit and Vegetables,FNV,BFE,36
Ent,Swift Taylor,Musician,TCCC,NCB,Diet Coke,WFE,25
Ent,Swift Taylor,Musician,Milk PEP,Dairy,Milk ,WFE,25
Ent,Teigen Chrissy ,Model,PepsiCo,Water,Aquafina,MFE,30
Ent,Teigen Chrissy ,Model,PHA,Water,Drink UP Campaign,MFE,30
Ent,Thiam Akon ,Musician,PepsiCo,SSB,Pepsi,BME,43
Ent,Thomas Jonathon Taylor,Actor,Milk PEP,Dairy,Milk ,WME,34
Ent,Thomas Rozonda Ocelean Chilli,Actress/Musician,TCCC,Water,Dasani,BFE,45
Ent,Thomaz Cameron Jibril Wiz Khalifa,Musician,PepsiCo,SSB,Pepsi,AME,28
Ent,Thorne Bella,Actress/Musician,Post Foods,Cereal,Cocoa Pebbles,WFE,17
Ent,Thurman Uma ,Actress/Model,Davide Campari-Milano ,Alcohol ,Campari,WFE,45
Ent,Timberlake Justin,Musician,McDonald's Corporation,QSR,McDonald's,WME,34
Ent,Timberlake Justin,Musician,Sauza Tequila Import Company,Alcohol ,Sauza 901,WME,34
Ent,Timberlake Justin,Musician,PepsiCo,SSB,Pepsi,WME,34
Ent,Timberlake Justin,Musician,Chili's Grill & Bar,QSR,Chili's,WME,34
Ent,Tisdale Ashley,Actress,Milk PEP,Dairy,Milk ,WFE,30
Ent,Tomlinson Louis William One Direction,Musician,Mondelez,Sweet,Nabisco,WME,24
Ent,Tomlinson Louis William One Direction,Musician,PepsiCo,SSB,Pepsi,WME,24
Ent,Trebek Alex,TV personality,Milk PEP,Dairy,Milk ,WME,75
Ent,Trump Ivana,Model ,Milk PEP,Dairy,Milk ,WFE,66
Ent,Tyler Steven,Musician,Milk PEP,Dairy,Milk ,WME,67
Ent,Ullman Tracy,Actress,Milk PEP,Dairy,Milk ,WFE,55
Ent,Underwood Carrie,Musician,Milk PEP,Dairy,Milk ,WFE,32
Ent,Underwood Carrie,Musician,TCCC,NCB,Vitaminwater ZERO,WFE,32
Ent,Underwood Carrie,Musician,The Hershey Company,Candy,Hershy bar,WFE,32
Ent,Union Gabrielle ,Actress,PHA,Fruit and Vegetables,FNV,BFE,43
Ent,Union Gabrielle ,Actress,Vanilla Puddin Chardonnay,Alcohol ,Vanilla Puddin Chardonnay,BFE,43
Ent,Upton Kate,Model,CKE Restaurants,QSR,Carl's Jr,WFE,23
Ent,Valentine James Burgon Maroon 5,Musician,TCCC,SSB,Coca-Cola,WME,37
Ent,Valentine James Burgon Maroon 5,Musician,Dr Pepper Snapple Group,SSB,Snapple,WME,37
Ent,Vega Alexa,Actress,Milk PEP,Dairy,Milk ,LFE,27
Ent,Vergara Sofia,Actress,Milk PEP,Dairy,Milk ,LFE,43
Ent,Vergara Sofia,Actress,PepsiCo,NCB,Diet Pepsi,LFE,43
Ent,Vergara Sofia,Actress,Restaurant Brands International Inc.,QSR,Burger King,LFE,43
Ent,Viera Meredith,TV personality,Milk PEP,Dairy,Milk ,WFE,61
Ent,Vincent Dery Nico & Vinz,Musician,Nestle,SSB,Nestea,BFE,26
Ent,Ward Megan ,Actress,Nestle,Water,Nestle Pure Life,WFE,46
Ent,Wayne Lil,Musician,PepsiCo,SSB,Mountain Dew,BME,32
Ent,Wayne Lil,Musician,PepsiCo,SSB,Gatorade,BME,32
Ent,Webb Katherine,Model,CKE Restaurants,QSR,Carl's Jr,WFE,26
Ent,Wesson Tina,TV Personality,Milk PEP,Dairy,Milk ,WFE,55
Ent,West Kanye,Musician,PepsiCo,SSB,Pepsi,BME,38
Ent,Wheeler Nick,Musician,Milk PEP,Dairy,Milk,WME,33
Ent,White Betty,Actress,Mars Inc.,Candy,Snickers,WFE,93
Ent,White Vanna,TV personality,Milk PEP,Dairy,Milk ,MFE,58
Ent,Wiglesworth Kelly ,TV Personality,Milk PEP,Dairy,Milk ,WFE,38
Ent,Williams Billy Dee ,Actor ,Pabst Brewing Company,Alcohol ,Colt 45,BME,78
Ent,Williams Michelle,Musician,McDonald's Corporation,QSR,McDonald's,BFE,35
Ent,Williams Pharrell,Musician,Diageo ,Alcohol ,Smirnoff,BME,42
Ent,Williams Pharrell,Musician,Diageo ,Alcohol ,QREAM,BME,42
Ent,Williams Pharrell,Musician,Red Bull GmbH,SSB,Red Bull,BME,42
Ent,Williams Vanessa,Actress/Musician,Milk PEP,Dairy,Milk ,BFE,52
Ent,Winfrey Oprah ,TV Personality,Starbucks,NCB,Oprah Chai Tea,BFE,62
Ent,Winter Ariel,Actress,Milk PEP,Dairy,Milk,WFE,17
Ent,Wyle Noah,Actor,Milk PEP,Dairy,Milk ,WME,44
Ent,Young Andre Romelle Dr. Dre,Musician,Dr Pepper Snapple Group,SSB,Dr Pepper,BME,50
Ent,Zayne Billy,Actor ,Milk PEP,Dairy,Milk ,WME,49
Ent,Zhang Ziyi,Actress,Milk PEP,Dairy,Milk ,AFE,36
Ath,Agassi Andre,Tennis ,Milk PEP,Dairy,Milk ,WMA,45
Ath,Aguero Sergio,Soccer ,PepsiCo,NCB,Pepsi Max,LMA,27
Ath,Ali Laila,Boxing,Milk PEP,Dairy,Milk ,BFA,37
Ath,Amendola Danny,Football ,PHA,Fruit and Vegetables,FNV,WMA,29
Ath,Austin Steve,Wrestling,Milk PEP,Dairy,Milk ,WMA,50
Ath,Barkley Charles,Basketball,Yum! Brands,QSR,Taco Bell,BMA,52
Ath,Beckham David,Soccer ,Milk PEP,Dairy,Milk ,WMA,40
Ath,Beckham David,Soccer ,Restaurant Brands International Inc.,QSR,Burger King,WMA,40
Ath,Beckham David,Soccer ,PepsiCo,SSB,Pepsi,WMA,40
Ath,Beckham David,Soccer ,Haig Club Distillery,Alcohol,haig club,WMA,40
Ath,Bleiler Gretchen ,Snowboard,TCCC,SSB,Coca-Cola,WFA,35
Ath,Bolt Usain,Track and Field ,PepsiCo,SSB,Gatorade,BMA,38
Ath,Boudia David ,Diver,TCCC,SSB,Coca-Cola,WMA,27
Ath,Brady Tom,Football ,Milk PEP,Dairy,Milk ,WMA,38
Ath,Brady Tom,Football ,TCCC,Water,Smartwater,WMA,38
Ath,Brees Drew,Football ,PepsiCo,SSB,Pepsi,WMA,36
Ath,BrubakerRockne,Ice Skating,TCCC,SSB,Coca-Cola,WMA,30
Ath,Bryant Kobe,Basketball,McDonald's Corporation,QSR,McDonald's,BMA,36
Ath,Bryant Kobe,Basketball,TCCC,SSB,Sprite,BMA,36
Ath,Bryant Kobe,Basketball,TCCC,SSB,Glaceau's Vitaminwater,BMA,36
Ath,Burnquist Bob,Skateboarding,Milk PEP,Dairy,Milk ,LMA,38
Ath,Busch Kyle,Car Racing,TCCC,SSB,NOS energy,WMA,30
Ath,Cano Robinson ,Baseball ,PepsiCo,SSB,Pepsi,BMA,33
Ath,Carter Vince,Basketball,PepsiCo,SSB,Gatorade,BMA,39
Ath,Cejudo Henry ,Wrestling,TCCC,SSB,Coca-Cola,LMA,29
Ath,Cena John,Wrestling,Post Foods,Cereal,Fruity Pebbles,WMA,38
Ath,Cena John,Wrestling,Kraft Foods Group Inc,SSB,Capri Sun,WMA,38
Ath,Cena John,Wrestling,PHA,Fruit and Vegetables,FNV,WMA,38
Ath,Chancellor Kam ,Football,PHA,Fruit and Vegetables,FNV,BMA,27
Ath,Chandler Chris,Football ,Milk PEP,Dairy,Milk ,WMA,49
Ath,Chastain Brandi ,Soccer ,PHA,Fruit and Vegetables,FNV,WFA,47
Ath,Collins Jamie,Football ,PHA,Fruit and Vegetables,FNV,BMA,25
Ath,Collins Jason,Basketball,PHA,Fruit and Vegetables,FNV,BMA,36
Ath,Collins Kerry,Football,Milk PEP,Dairy,Milk ,WMA,44
Ath,Colston Marques,Football,PHA,Fruit and Vegetables,FNV,BMA,32
Ath,Coughlin Natalie,Swimming,TCCC,SSB,Coca-Cola,WFA,32
Ath,Crosby Sidney,Hockey ,Canada Bread,Meals,Dempsters Bread,WMA,27
Ath,Crosby Sidney,Hockey ,PepsiCo,SSB,Gatorade,WMA,27
Ath,Crosby Sidney,Hockey ,Restaurant Brands International Inc.,QSR,Tim Hortons,WMA,27
Ath,Cruz Victor,Football ,McDonald's Corporation,QSR,Mighty Wings,MMA,28
Ath,Cruz Victor,Football ,PepsiCo,SSB,Pepsi,MMA,28
Ath,Cruz Victor,Football ,Campbell Soup Co.,Meals,Campbell's Chunky Soup ,MMA,28
Ath,Cruz Victor,Football ,PHA,Fruit and Vegetables,FNV,MMA,28
Ath,Curry Stephen,Basketball,Kraft Foods Group Inc,SSB,Capri Sun,BMA,27
Ath,Curry Stephen,Basketball,CytoSport,Dairy,MuscleMilk,BMA,27
Ath,Curry Stephen,Basketball,General Mills Inc.,Cereal,Wheaties ,BMA,27
Ath,Curry Stephen,Basketball,PHA,Fruit and Vegetables,FNV,BMA,27
Ath,Dalton Andy,Football ,PepsiCo,SSB,Pepsi,WMA,27
Ath,Davis Danny ,Snowboard,PepsiCo,SSB,Mountain Dew,WMA,28
Ath,Davis Terrell,Football ,Milk PEP,Dairy,Milk ,BMA,42
Ath,Dilfer Trent ,Football,Milk PEP,Dairy,Milk ,WMA,43
Ath,Dolan Tom ,Swimming,PHA,Fruit and Vegetables,FNV,WMA,40
Ath,Douglas Gabrielle,Gymnast,McDonald's Corporation,QSR,McDonald's,BFA,19
Ath,Douglas Gabrielle,Gymnast,Kraft Foods Group Inc,SSB,Capri Sun,BFA,19
Ath,Duncan Tim,Basketball,TCCC,SSB,Coca-Cola,BMA,39
Ath,Durant Kevin,Basketball,Sonic Corporation,QSR,Sonic,BMA,26
Ath,Durant Kevin,Basketball,VMG Partners,Sweet,Kind Bars,BMA,26
Ath,Durant Kevin,Basketball,Talking Rain Beverage Company,NCB,Sparkling ICE,BMA,26
Ath,Durant Kevin,Basketball,PepsiCo,SSB,Gatorade,BMA,26
Ath,Dyken Amy Van,Swimming,Milk PEP,Dairy,Milk,WFA,42
Ath,Dyken Amy Van,Swimming,General Mills Inc.,Cereal,Wheaties ,WFA,42
Ath,Earnhardt Dale Jr.,Car Racing,PepsiCo,SSB,Mountain Dew,WMA,40
Ath,Earnhardt Dale Jr.,Car Racing,Unilever,Meals,Hellman's Mayonnaise,WMA,40
Ath,Earnhardt Dale Jr.,Car Racing,PepsiCo,SSB,Amp Energy Drink,WMA,40
Ath,Edelman Julian,Football ,PHA,Fruit and Vegetables,FNV,WMA,29
Ath,Edwards Carl,Car Racing,TCCC,SSB,Glaceau's Vitaminwater,WMA,36
Ath,Elway John,Football ,Milk PEP,Dairy,Milk ,WMA,55
Ath,Evert Chris,Tennis ,Milk PEP,Dairy,Milk ,WFA,60
Ath,Ewing Patrick,Basketball,Milk PEP,Dairy,Milk ,BMA,53
Ath,Favre Brett,Football ,Milk PEP,Dairy,Milk ,WMA,45
Ath,Felix Allyson,Track and Field ,PHA,Fruit and Vegetables,FNV,BFA,29
Ath,Fernandez Mary Jo,Tennis ,Milk PEP,Dairy,Milk ,LFA,44
Ath,Fisher Jeff,Football ,Milk PEP,Dairy,Milk ,WMA,57
Ath,Fitzgerald Larry,Football ,IHop,QSR,IHop,BMA,32
Ath,Flacco Joe,Football ,Haribo Company,Candy,Gold Bears,WMA,30
Ath,Flacco Joe,Football ,McDonald's Corporation,QSR,Mighty Wings,WMA,30
Ath,Furyk Jim,Golf,Diageo,Alcohol,Johnnie Walker,WMA,45
Ath,Gardner Rulon,Wrestling,Milk PEP,Dairy,Milk ,WMA,44
Ath,Garnett Kevin ,Basketball,Milk PEP,Dairy,Milk ,BMA,39
Ath,Gonzalez Adrian,Baseball ,Dunkin Brands,QSR,Dunkin' Donuts,LMA,33
Ath,Gonzalez Adrian,Baseball ,PepsiCo,SSB,Pepsi,LMA,33
Ath,Gordeeva Ekaterina,Ice Skating,Milk PEP,Dairy,Milk ,WFA,44
Ath,Gordon Jeff,Car Racing,PepsiCo,SSB,Pepsi,WMA,43
Ath,Gordon Jeff,Car Racing,Milk PEP,Dairy,Milk ,WMA,43
Ath,Granderson Curtis ,Baseball,PHA,Water,Drink UP Campaign,BMA,34
Ath,Green Jeff,Basketball,PHA,Fruit and Vegetables,FNV,BMA,28
Ath,Griffin Blake,Basketball,Red Bull GmbH,SSB,Red Bull,MMA,26
Ath,Griffin Robert,Football ,Doctor's Associates Inc.,QSR,Subway,BMA,25
Ath,Gronkowski Rob,Football ,Dunkin Brands,QSR,Dunkin' Donuts,WMA,26
Ath,Gronkowski Rob,Football ,PHA,Fruit and Vegetables,FNV,WMA,26
Ath,Hamm Mia,Soccer ,Milk PEP,Dairy,Milk ,WFA,43
Ath,Hamm Mia,Soccer ,TCCC,SSB,Coca-Cola,WFA,43
Ath,Hamm Mia,Soccer ,PepsiCo,SSB,Gatorade,WFA,43
Ath,Hawk Tony,Skateboarding,Milk PEP,Dairy,Milk ,WMA,47
Ath,Hernandez Felix,Baseball ,PepsiCo,SSB,Pepsi,LMA,29
Ath,Ho Coco ,surfer,TCCC,SSB,G Series Fit,WFA,25
Ath,Hoffman Mat ,Biking,Milk PEP,Dairy,Milk ,WMA,44
Ath,Hollingsworth Ellery ,Snowboard,TCCC,SSB,Gatorade,WFA,24
Ath,Howard Dwight,Basketball,McDonald's Corporation,QSR,McDonald's,BMA,29
Ath,Howard Dwight,Basketball,PepsiCo,SSB,Gatorade,BMA,29
Ath,Howard Dwight,Basketball,TCCC,SSB,Glaceau's Vitaminwater,BMA,29
Ath,Howard Ryan,Baseball ,Doctor's Associates Inc.,QSR,Subway,BMA,35
Ath,Howard Ryan,Baseball ,TCCC,SSB,Powerade,BMA,35
Ath,Howard Tim,Soccer ,McDonald's Corporation,QSR,McDonald's,MMA,36
Ath,Howard Tim,Soccer ,PepsiCo,SSB,Gatorade,MMA,36
Ath,Hoya Oscar de la,Boxing,Milk PEP,Dairy,Milk ,LMA,42
Ath,Irving Kyrie,Basketball,Post Foods,Cereal,Cocoa Pebbles,BMA,23
Ath,Isner John ,Tennis,TCCC,SSB,Coca-Cola,WMA,31
Ath,Iverson Allen,Basketball,TCCC,SSB,Glaceau's Vitaminwater,BMA,40
Ath,James Lebron,Basketball,TCCC,SSB,Sprite,BMA,30
Ath,James Lebron,Basketball,McDonald's Corporation,QSR,McDonald's,BMA ,30
Ath,James Lebron,Basketball,TCCC,SSB,Powerade,BMA,30
Ath,James Lebron,Basketball,TCCC,SSB,Glaceau's Vitaminwater,BMA ,30
Ath,James Lebron,Basketball,Dunkin Brands,QSR,Dunkin' Donuts,BMA,30
Ath,James Lebron,Basketball,Cadbury Schweppes,Candy,Bubblicious,BMA,30
Ath,Jennings Kerri Walsh ,Beach Volleyball,PepsiCo,SSB,Gatorade,WFA,37
Ath,Jeter Derek,Baseball ,PepsiCo,SSB,Gatorade,BMA,41
Ath,Johnson Dwayne,Wrestling,Milk PEP,Dairy,Milk,MMA,43
Ath,Johnson Jimmie,Car Racing,TCCC,SSB,Coca-Cola,WMA,39
Ath,Johnson Jimmie,Car Racing,PepsiCo,SSB,Gatorade,WMA,39
Ath,Johnson Shawn,Gymnast,McDonald's Corporation,QSR,McDonald's,WFA,23
Ath,Johnson Shawn,Gymnast,Milk PEP,Dairy,Milk,WFA,23
Ath,Johnson Shawn,Gymnast,TCCC,SSB,Coca-Cola,WFA,23
Ath,Johnson Stevie,Football ,PepsiCo,SSB,Pepsi,BMA,28
Ath,Jones Marion,Track and Field/ Basketball,Milk PEP,Dairy,Milk ,BFA,39
Ath,Jordan Michael,Basketball,TCCC,SSB,Coca-Cola,BMA,52
Ath,Jordan Michael,Basketball,PepsiCo,SSB,Gatorade,BMA,52
Ath,Jordan Michael,Basketball,General Mills Inc.,Cereal,Wheaties ,BMA,52
Ath,Jordan Michael,Basketball,McDonald's Corporation,QSR,McDonald's,BMA,52
Ath,Joyner Florence Griffith,Track and Field ,Milk PEP,Dairy,Milk ,BFA,38
Ath,Kaepernick Colin,Football ,McDonald's Corporation,QSR,Mighty Wings,MMA,27
Ath,Kaepernick Colin,Football ,PHA,Fruit and Vegetables,FNV,MMA,27
Ath,Kahne Kasey,Car Racing,TCCC,SSB,Glaceau's Vitaminwater,WMA,35
Ath,Keith Duncan,Ice Hockey,PHA,Fruit and Vegetables,FNV,WMA,32
Ath,Kenseth Matt ,Car Racing,PepsiCo,SSB,Gatorade,WMA,44
Ath,Kligenberg Meghan,Soccer ,PHA,Fruit and Vegetables,FNV,WFA,27
Ath,Kurt Warner,Football,Milk PEP,Dairy,Milk ,WMA,44
Ath,Kwan Michelle,Ice Skating,Milk PEP,Dairy,Milk ,AFA,35
Ath,Kwan Michelle,Ice Skating,TCCC,SSB,Coca-Cola,AFA,35
Ath,Kwan Michelle,Ice Skating,PHA,Fruit and Vegetables,FNV,AFA,35
Ath,LaFell Brandon,Football ,PHA,Fruit and Vegetables,FNV,BMA,28
Ath,Leslie Lisa,Basketball,Milk PEP,Dairy,Milk ,BFA,43
Ath,Ligety Ted ,Skiing,TCCC,SSB,Coca-Cola,WMA,31
Ath,Liukin Nastia,Gymnast,General Mills Inc.,Cereal,Wheaties ,WFA,25
Ath,Lochte Ryan ,Swimming,TCCC,SSB,G Series Fit,WMA,31
Ath,Long Jessica ,Swimming,TCCC,SSB,Coca-Cola,WFA,24
Ath,Luyendyk Arie,Car Racing,Milk PEP,Dairy,Milk ,WMA,62
Ath,Lysacek Evan ,Ice Skating,TCCC,SSB,Coca-Cola,MMA,31
Ath,Mancuso Julia ,Ski Racing,TCCC,LCB,ZICO,WFA,32
Ath,Mann Charles C. ,Football,PHA,Fruit and Vegetables,FNV,BMA,55
Ath,Manning Archie,Football ,Milk PEP,Dairy,Milk ,WMA,66
Ath,Manning Eli,Football ,Milk PEP,Dairy,Milk ,WMA,34
Ath,Manning Eli,Football ,PepsiCo,SSB,Gatorade,WMA,34
Ath,Manning Eli,Football ,Dunkin Brands,QSR,Dunkin' Donuts,WMA,34
Ath,Manning Eli,Football ,Mondelez,Sweet,Nabisco Triple Double Oreo,WMA,34
Ath,Manning Peyton,Football ,Papa John's International,QSR,Papa John's,WMA,39
Ath,Manning Peyton,Football ,PepsiCo,SSB,Gatorade,WMA,39
Ath,Manning Peyton,Football ,General Mills Inc.,Cereal,Wheaties ,WMA,39
Ath,Manning Peyton,Football ,Milk PEP,Dairy,Milk ,WMA,39
Ath,Maroney McKayla,Gymnast,Dr Pepper Snapple Group,LCB,7Up 10,WFA,19
Ath,Martin Mark,Car Racing,Kellogg's,Sweet,Kellogg's Snacks,WMA,57
Ath,Matthews Wesley,Basketball,PHA,Fruit and Vegetables,FNV,BMA,28
